Burned_Class,Elevation_m,Slope_deg,Aspect_deg,Longitude,Latitude
Unburned,3675,22.66,274.45,-74.0029328657997,-13.557734414775034
Unburned,3845,16.57,302.95,-74.0050888224816,-13.504104992313096
Unburned,4102,21.83,113.84,-73.97059351557141,-13.550997050144126
Unburned,3317,17.64,275.84,-74.0029328657997,-13.581988927446254
Unburned,3882,30.72,130.83,-73.94606950831493,-13.59788910797517
Unburned,3464,21.5,237.71,-74.01559911130579,-13.55423098516696
Unburned,3244,35.99,240.63,-74.00023791994735,-13.583605894957664
Unburned,3651,28.15,275.21,-73.99646499575404,-13.564741273991167
Unburned,4174,14.78,169.08,-73.94687799207065,-13.574443079059655
Unburned,3736,17.46,320.55,-73.97598340727612,-13.580371959934844
Unburned,3506,20.45,290.32,-73.99457853365739,-13.571478638622061
Unburned,3559,29.0,186.9,-73.98164279356607,-13.581449938275789
Unburned,3456,7.6,240.95,-73.96331716177004,-13.604356978020839
Unburned,3593,23.51,144.96,-74.01020921960108,-13.547493620536066
Unburned,3674,34.75,253.74,-73.99619550116881,-13.562046328138798
Unburned,3426,10.42,275.05,-73.9773308802023,-13.593846689196631
Unburned,3554,22.24,142.35,-74.01398214379438,-13.548571598877011
Unburned,4144,14.97,165.58,-73.95011192709347,-13.55611744726361
Unburned,3547,18.06,119.76,-74.0050888224816,-13.563932790235448
Unburned,3850,14.17,292.62,-73.99350055531644,-13.55261401765555
Unburned,4036,25.7,127.26,-73.95711878630961,-13.55234452307031
Unburned,3999,31.17,105.52,-73.94445254080352,-13.590612754173797
Unburned,3863,23.32,247.95,-73.99242257697551,-13.541295245075638
Unburned,3559,18.44,92.78,-74.00616680082254,-13.566897230673042
Unburned,4026,33.0,102.96,-73.94499152997399,-13.591421237929517
Unburned,3251,21.09,239.75,-73.98730217985603,-13.585222862469088
Unburned,3947,25.32,260.15,-73.99754297409498,-13.528628999569555
Unburned,4190,2.66,225.81,-73.95523232421296,-13.539678277564228
Unburned,3689,8.34,186.52,-74.00562781165206,-13.551805533899845
Unburned,3814,19.62,177.32,-73.99215308239027,-13.563932790235448
Unburned,3769,11.93,156.8,-74.01209568169773,-13.539139288393748
Unburned,4012,31.17,277.69,-73.95496282962772,-13.588995786662387
Unburned,3983,14.02,270.0,-73.97813936395801,-13.555308963507905
Unburned,4011,4.85,259.0,-73.96412564552574,-13.542642718001822
Unburned,3618,22.56,254.17,-73.97786986937277,-13.577946508667715
Unburned,3725,24.99,270.0,-74.01290416545343,-13.525664559131961
Unburned,4077,19.58,259.51,-73.9878411690265,-13.5334799021038
Unburned,3609,25.36,298.56,-73.9916140932198,-13.570131165695877
Unburned,3838,15.37,237.99,-74.00778376833395,-13.528628999569555
Unburned,3603,38.86,304.23,-73.98811066361174,-13.574443079059655
Unburned,3208,15.22,162.18,-73.98891914736744,-13.589534775832853
Unburned,3684,26.55,271.86,-74.0134431546239,-13.523239107864832
Unburned,3693,13.89,233.9,-74.01532961672055,-13.53536636420045
Unburned,3461,13.08,225.81,-73.97274947225328,-13.595194162122816
Unburned,4116,17.83,328.83,-73.98676319068555,-13.490630263051294
Unburned,3706,36.13,149.87,-73.99107510404933,-13.566358241502577
Unburned,4220,8.34,173.48,-73.97194098849758,-13.547763115121306
Unburned,4081,14.16,300.89,-73.97894784771371,-13.531054450836685
Unburned,3635,22.87,232.13,-74.00481932789636,-13.546685136780361
Unburned,3857,29.56,273.27,-73.96735958054857,-13.586300840810033
Unburned,4238,15.07,154.36,-73.98352925566273,-13.499523584364077
Unburned,3965,24.74,190.41,-73.98891914736744,-13.537791815467578
Unburned,3864,22.14,227.44,-74.0088617466749,-13.535635858785689
Unburned,4006,30.34,323.32,-73.96466463469622,-13.57686853032677
Unburned,3812,14.35,220.6,-73.98379875024796,-13.559890371456909
Unburned,4020,20.96,44.07,-73.99673449033928,-13.508147411091635
Unburned,3987,20.28,277.55,-74.002124382044,-13.50895589484734
Unburned,4066,17.6,215.27,-73.94526102455923,-13.583605894957664
Unburned,3873,10.76,20.51,-73.96628160220763,-13.573904089889176
Unburned,4015,23.54,263.6,-73.99592600658357,-13.528898494154795
Unburned,3987,17.56,270.0,-73.99053611487885,-13.55396149058172
Unburned,4059,22.87,127.87,-73.97840885854325,-13.542373223416583
Unburned,4001,18.29,191.63,-73.95038142167871,-13.59761961338993
Unburned,4119,16.96,248.18,-73.97382745059423,-13.557734414775034
Unburned,3940,41.2,261.49,-73.96762907513381,-13.559081887701204
Unburned,3958,41.6,106.96,-73.97059351557141,-13.556925931019315
Unburned,3564,39.58,284.75,-73.97706138561706,-13.574173584474416
Unburned,3767,18.55,209.75,-74.00104640370306,-13.541564739660878
Unburned,4032,18.78,180.0,-73.9856852123446,-13.548302104291771
Unburned,3997,16.64,202.96,-73.94337456246258,-13.586300840810033
Unburned,4087,12.45,162.44,-73.98945813653792,-13.524586580791016
Unburned,4033,39.51,122.0,-73.96816806430428,-13.548302104291771
Unburned,4145,33.58,337.9,-73.95496282962772,-13.572556616963006
Unburned,3915,12.8,184.2,-73.99269207156074,-13.534557880444744
Unburned,3620,25.55,321.16,-73.97840885854325,-13.57902448700866
Unburned,3495,21.23,250.53,-74.00347185497017,-13.565280263161632
Unburned,3359,38.32,284.23,-73.98137329898084,-13.590343259588572
Unburned,4034,25.73,300.25,-73.96358665635528,-13.576329541156305
Unburned,4166,16.18,136.49,-73.99134459863457,-13.524047591620551
Unburned,4048,20.8,303.64,-73.99457853365739,-13.497906616852667
Unburned,3960,12.21,270.0,-74.0029328657997,-13.528898494154795
Unburned,3746,29.16,259.98,-73.99565651199833,-13.558542898530739
Unburned,3400,12.45,197.57,-73.96709008596333,-13.604087483435599
Unburned,3374,18.48,194.42,-74.01209568169773,-13.572017627792526
Unburned,3487,36.07,237.77,-74.01371264920914,-13.565819252332098
Unburned,3810,14.64,172.67,-74.00077690911782,-13.53509686961521
Unburned,3818,22.62,302.95,-73.99889044702117,-13.538061310052818
Unburned,4006,16.25,180.0,-73.98838015819697,-13.54884109346225
Unburned,3754,18.14,332.78,-73.97436643976471,-13.568244703599227
Unburned,4040,23.77,100.59,-73.96628160220763,-13.543720696342767
Unburned,3179,26.54,221.82,-74.00562781165206,-13.583875389542904
Unburned,4035,25.73,300.25,-73.9608917105029,-13.566088746917337
Unburned,3995,18.42,270.0,-73.97840885854325,-13.55045806097366
Unburned,3578,27.49,262.85,-73.98002582605466,-13.581719432861014
Unburned,4172,15.34,294.4,-73.97328846142376,-13.543181707172288
Unburned,3483,40.66,315.74,-74.0164075950615,-13.561776833553573
Unburned,4125,22.4,126.1,-73.9555018187982,-13.547224125950827
Unburned,3868,18.44,272.78,-73.99269207156074,-13.55611744726361
Unburned,3878,14.42,309.01,-73.99538701741311,-13.544798674683712
Unburned,3972,12.44,222.8,-73.96655109679287,-13.580371959934844
Unburned,4133,20.12,270.0,-73.97463593434995,-13.545876653024656
Unburned,3836,6.65,270.0,-74.00805326291919,-13.526203548302426
Unburned,3825,28.21,174.66,-73.96520362386669,-13.564471779405928
Unburned,4139,32.12,338.2,-73.95523232421296,-13.572556616963006
Unburned,4153,19.74,256.96,-73.98838015819697,-13.496289649341257
Unburned,3638,24.26,274.12,-73.99673449033928,-13.562315822724038
Unburned,3348,24.51,353.71,-74.00239387662923,-13.576599035741545
Unburned,3809,23.27,318.84,-73.99403954448692,-13.542103728831343
Unburned,3917,26.32,126.09,-73.94364405704782,-13.591960227099982
Unburned,4201,24.29,206.28,-73.97706138561706,-13.527012032058146
Unburned,4036,29.56,266.73,-73.96574261303716,-13.559890371456909
Unburned,3869,23.06,124.77,-73.98945813653792,-13.561776833553573
Unburned,3968,18.8,2.8,-73.96762907513381,-13.577946508667715
Unburned,3406,21.28,326.23,-74.00320236038495,-13.577677014082475
Unburned,4242,7.29,220.6,-73.99700398492452,-13.515154270307768
Unburned,3974,16.41,145.55,-73.95361535670155,-13.598428097145636
Unburned,4016,33.49,315.19,-73.96143069967339,-13.574173584474416
Unburned,3355,14.4,198.93,-74.00158539287352,-13.579563476179139
Unburned,4119,14.02,270.0,-73.98999712570838,-13.494403187244608
Unburned,3768,10.52,134.19,-73.98541571775938,-13.55665643643409
Unburned,4089,24.81,124.07,-73.97005452640093,-13.55045806097366
Unburned,3910,23.15,283.13,-73.98137329898084,-13.55396149058172
Unburned,4059,14.93,240.94,-73.99511752282787,-13.504104992313096
Unburned,3292,13.92,191.63,-74.00104640370306,-13.57363459530395
Unburned,4225,5.51,300.25,-73.94957293792301,-13.587378819150977
Unburned,3416,18.06,240.24,-73.99754297409498,-13.577946508667715
Unburned,3776,26.64,229.79,-73.96735958054857,-13.589534775832853
Unburned,3895,16.68,270.0,-73.98083430981036,-13.5507275555589
Unburned,4005,4.16,27.21,-73.99969893077687,-13.50733892733593
Unburned,4259,14.62,303.95,-73.97867835312847,-13.490091273880829
Unburned,3326,16.04,163.17,-73.9848767285889,-13.580371959934844
Unburned,4181,19.95,143.39,-73.95684929172437,-13.57686853032677
Unburned,3950,19.98,113.63,-73.96762907513381,-13.550997050144126
Unburned,3182,10.49,244.08,-73.9856852123446,-13.591421237929517
Unburned,4174,3.01,107.96,-73.98056481522514,-13.540217266734693
Unburned,3452,22.19,204.1,-73.99538701741311,-13.580371959934844
Unburned,4124,20.6,127.09,-73.94687799207065,-13.591690732514742
Unburned,3655,12.01,213.21,-74.0172160788172,-13.534827375029984
Unburned,3758,5.0,202.37,-73.94499152997399,-13.59977557007182
Unburned,3400,33.86,276.93,-74.01856355174338,-13.562854811894503
Unburned,3462,38.98,336.98,-73.99619550116881,-13.576060046571065
Unburned,4064,5.63,9.73,-73.99350055531644,-13.51057286235875
Unburned,4012,21.94,235.76,-73.99403954448692,-13.50706943275069
Unburned,4087,24.37,149.04,-73.98918864195268,-13.50518297065404
Unburned,3857,20.06,338.6,-74.00643629540777,-13.525125569961496
Unburned,3811,20.38,225.81,-73.98245127732179,-13.560698855212628
Unburned,3776,37.01,263.84,-73.96870705347476,-13.585222862469088
Unburned,3639,24.51,186.29,-73.98433773941844,-13.571209144036821
Unburned,4088,16.41,254.04,-73.97571391269088,-13.549919071803195
Unburned,4017,19.56,117.1,-73.96601210762239,-13.544529180098472
Unburned,4095,12.76,329.04,-73.98891914736744,-13.490630263051294
Unburned,4191,19.21,318.01,-73.95118990543442,-13.551536039314605
Unburned,3605,33.14,187.33,-73.95496282962772,-13.607860407628898
Unburned,4123,20.28,277.55,-73.95280687294584,-13.588726292077148
Unburned,3523,39.27,201.51,-73.95226788377536,-13.610016364310788
Unburned,3598,33.14,165.22,-74.00724477916349,-13.548302104291771
Unburned,4086,25.78,271.92,-73.99457853365739,-13.502757519386911
Unburned,3780,11.2,229.17,-74.002124382044,-13.536983331711873
Unburned,3454,17.96,182.94,-73.96277817259956,-13.604895967191304
Unburned,4096,21.94,304.23,-73.9638561509405,-13.57875499242342
Unburned,3983,29.14,292.18,-73.95900524840626,-13.557464920189794
Unburned,3331,7.6,240.95,-73.99781246868022,-13.582797411201959
Unburned,3841,27.31,270.0,-73.96762907513381,-13.586031346224793
Unburned,4187,27.3,104.53,-73.94849495958206,-13.580102465349604
Unburned,4222,32.35,333.45,-73.95280687294584,-13.572556616963006
Unburned,3696,15.39,180.0,-74.00239387662923,-13.550188566388421
Unburned,3548,9.62,197.15,-74.00940073584536,-13.567166725258282
Unburned,3704,31.77,336.21,-73.98164279356607,-13.571209144036821
Unburned,4091,20.97,267.58,-73.98757167444126,-13.532671418348095
Unburned,3672,10.02,325.56,-73.97059351557141,-13.571478638622061
Unburned,4071,26.52,236.53,-74.00023791994735,-13.522700118694367
Unburned,4012,23.37,309.57,-73.95873575382103,-13.560429360627388
Unburned,3565,9.63,281.0,-74.00778376833395,-13.549110588047476
Unburned,3506,14.13,344.66,-74.01155669252725,-13.55045806097366
Unburned,3503,21.09,239.75,-73.99484802824263,-13.57875499242342
Unburned,4090,18.01,314.19,-73.98649369610033,-13.542912212587062
Unburned,3697,27.44,165.13,-73.97679189103182,-13.581988927446254
Unburned,3438,15.57,225.81,-73.97328846142376,-13.59627214046376
Unburned,3666,25.7,295.93,-74.01532961672055,-13.52997647249574
Unburned,3594,3.37,145.56,-74.00778376833395,-13.564471779405928
Unburned,3957,40.21,260.07,-73.96709008596333,-13.561776833553573
Unburned,3519,22.74,263.35,-74.01128719794201,-13.563393801064983
Unburned,3603,21.87,201.93,-74.0029328657997,-13.560968349797854
Unburned,4094,19.46,145.56,-73.98838015819697,-13.52755102122861
Unburned,4130,26.77,300.89,-73.95334586211631,-13.5792939815939
Unburned,3718,34.11,142.07,-74.00535831706682,-13.543990190928007
Unburned,4053,28.07,271.74,-73.95469333504249,-13.591960227099982
Unburned,3398,15.71,216.31,-73.99323106073122,-13.582258422031494
Unburned,3533,23.96,295.92,-73.9802953206399,-13.575790551985826
